file_name,homo_n,lumo_n,max_charge_pos_n,max_charge_neg_n,dipole_n,gibbs_n,elec_en_n,homo_spin_up_o,lumo_spin_up_o,homo_spin_down_o,lumo_spin_down_o,max_charge_pos_o,max_charge_neg_o,max_spin_o,dipole_o,gibbs_o,elec_en_o,homo_spin_up_r,lumo_spin_up_r,homo_spin_down_r,lumo_spin_down_r,max_charge_pos_r,max_charge_neg_r,max_spin_r,dipole_r,gibbs_r,elec_en_r,ion_pot,elec_aff,selfies,smiles
3834,,,,,,,,-0.281777,-0.169809,-0.298118,-0.225874,0.872507,-0.701904,0.968551,9.58417,-1607.7526841,-1608.342488189153,,,,,,,,,,,,,[C][C@H1][Branch1][=C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C@H1][C][C][C@H1][C@@H1][C@H1][Branch1][C][O][C][C@@H1][C][C@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][=N][C][C][C@][Ring2][Ring1][Ring2][Ring1][P][C].[Na+1],C[C@H1](CCC(=O)NCC(=O)[O-1])[C@H1]1CC[C@H1]2[C@@H1]3[C@H1](O)C[C@@H1]4C[C@H1](O)CC[C@]4(C)[C@H1]3CC[C@]12C.[Na+1]
3849,,,,,,,,-0.320662,-0.240133,-0.320473,-0.289848,0.89209,-0.627126,0.551406,6.56495,-1419.09111854,-1419.364398136261,,,,,,,,,,,,,[C][C][C@@][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][C][=Ring1][#Branch1][C][O][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][Ring2][Ring1][C].[Na+1],CC[C@@](O)(C(=O)[O-1])C=1C=C2N(C(=O)C=1CO)CC3=CC4=CC=CC=C4N=C32.[Na+1]
3856,,,,,,,,-0.309311,-0.187276,-0.309205,-0.300635,0.780611,-0.606708,0.544968,6.23661,-1645.15887323,-1645.424952184032,,,,,,,,,,,,,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][S][C@H1][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O-1].[Na+1],CC1(C)S[C@@H1]2[C@H1](NC(=O)[C@H1](N)C3=CC=CC=C3)C(=O)N2[C@H1]1C(=O)[O-1].[Na+1]
3858,,,,,,,,-0.303949,-0.172113,-0.303951,-0.291643,0.822454,-0.598243,0.524098,6.97938,-1779.49116989,-1779.7733214845,,,,,,,,,,,,,[C][O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O-1].[Na+1],COC1=CC=CC(OC)=C1C(=O)N[C@@H1]2C(=O)N3[C@@H1]2SC(C)(C)[C@@H1]3C(=O)[O-1].[Na+1]
3859,,,,,,,,-0.276699,-0.18902,-0.345397,-0.231449,0.762821,-0.560524,0.762535,4.37974,-2294.11594872,-2294.389568994154,,,,,,,,,,,,,[C][C][O][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Ring1][N][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O-1].[Na+1],CC=1ON=C(C2=CC=CC=C2Cl)C=1C(=O)N[C@@H1]3C(=O)N4[C@@H1]3SC(C)(C)[C@@H1]4C(=O)[O-1].[Na+1]
3860,,,,,,,,-0.268466,-0.190511,-0.303821,-0.2237,0.797286,-0.560356,0.75829,7.04142,-1857.81137794,-1858.136626080972,,,,,,,,,,,,,[C][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][O-1].[Na+1],CCOC1=CC=C2C=CC=CC2=C1C(=O)N[C@@H1]3C(=O)N4[C@@H1]3SC(C)(C)[C@@H1]4C(=O)[O-1].[Na+1]
3861,,,,,,,,-0.280019,-0.188724,-0.345396,-0.233766,0.749279,-0.629124,0.777327,6.89683,-1589.84136321,-1590.093819890624,,,,,,,,,,,,,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O-1].[Na+1],CC1(C)S[C@@H1]2[C@H1](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H1]1C(=O)[O-1].[Na+1]
3863,,,,,,,,-0.317584,-0.219761,-0.311544,-0.311703,0.824441,-0.612477,0.30717,8.03113,-1998.78024748,-1999.036423354239,,,,,,,,,,,,,[C][O][/N][=C][Branch2][Ring2][Branch1][\C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C][S][C@H1][Ring1][P][Ring1][=C][C][=C][C][=C][O][Ring1][Branch1].[Na+1],CO/N=C(\C(=O)N[C@@H1]1C(=O)N2C(C(=O)[O-1])=C(COC(N)=O)CS[C@H1]12)C3=CC=CO3.[Na+1]
3891,,,,,,,,-0.305067,-0.196234,-0.305003,-0.291272,1.234469,-0.664329,0.894581,11.74239,-1636.31694987,-1636.670070190383,,,,,,,,,,,,,[C][C@][C][C][C@@H1][C][=C][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][O][C][C][C@H1][Ring1][#C][C@@H1][Ring2][Ring1][Ring1][C][C][C@@H1][Ring2][Ring1][=Branch1][O].[NaH1],C[C@]12CC[C@@H1]3C4=CC=C(OS(=O)(=O)O)C=C4CC[C@H1]3[C@@H1]1CC[C@@H1]2O.[NaH1]
3893,,,,,,,,-0.283588,-0.17161,-0.306649,-0.218132,0.897285,-0.664837,0.880736,3.63459,-1697.11869715,-1697.60625115452,,,,,,,,,,,,,[C][C@][C][C][C@H1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][Ring1][#C][C][C][C@H1][Ring2][Ring1][C][O][C@@H1][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][O][O].[NaH1],C[C@]12CC[C@H1]3C4=CC=C(O)C=C4CC[C@H1]3[C@@H1]1CC[C@H1]2O[C@@H1]5O[C@@H1](C(=O)O)[C@H1](O)[C@@H1](O)[C@H1]5O.[NaH1]
3894,,,,,,,,-0.296974,-0.233968,-0.311394,-0.274732,0.885279,-0.566182,0.322352,4.4574,-1875.05124859,-1875.355782135536,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][P][O][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=Branch1][C][=O][C][Ring1][=C][=Ring1][#Branch2][C][=C][C][=C][Ring2][Ring1][#Branch2][O][Ring2][Ring1][#C].[NaH1],O=C(O)C1=CC(=O)C2=C(OCC(O)COC3=CC=CC=4OC(C(=O)O)=CC(=O)C3=4)C=CC=C2O1.[NaH1]
3895,,,,,,,,-0.258891,-0.214448,-0.305971,-0.225887,0.910783,-0.751255,0.422429,7.48464,-1499.24950974,-1499.546179139268,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#Branch2][C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2][O].[NaH1],O=C(O)C1=CC2=CC=CC=C2C(CC3=C(O)C(C(=O)O)=CC4=CC=CC=C34)=C1O.[NaH1]
3897,,,,,,,,-0.394755,-0.279633,-0.399049,-0.371515,0.473444,-0.500219,0.476852,2.34582,-438.53579388,-438.648200330457,,,,,,,,,,,,,[O-1][N@@H1+1][C][C][=C][C][=C][Ring1][=Branch1][C][O],[O-1][N@@H1+1]1CC=CC=C1CO
3976,-0.215707,-0.068213,0.434225,-0.512429,3.93508,-398.50885147,-398.573946287163,,,,,,,,,,,0.111549,0.165763,-0.008045,0.135216,0.391446,-0.590637,0.264781,3.86339,-398.49482721,-398.55173575062,,0.3816141388611422,[O][=C][Branch1][C][O][C][=C][C][=C][NH1][Ring1][Branch1],O=C(O)C1=CC=C[NH1]1
3999,,,,,,,,-0.423231,-0.272626,-0.425626,-0.394761,0.504317,-0.446791,0.344438,6.71102,-489.45497561,-489.511131330283,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=C][NH1][C][Branch1][C][O][=N][Ring1][=Branch1],O=C(O)C1=C[NH1]C(O)=N1
4006,,,,,,,,-0.380499,-0.216414,-0.449104,-0.347345,0.497067,-0.594857,0.458374,1.4177,-415.47679467,-415.552392344229,,,,,,,,,,,,,[C][C][NH1][C][Branch1][C][O][=N][C][=Ring1][=Branch1][O],CC=1[NH1]C(O)=NC=1O
4051,,,,,,,,-0.311305,-0.177604,-0.303136,-0.30241,0.463668,-0.516489,0.346251,4.29385,-1426.96990372,-1427.376645601161,,,,,,,,,,,,,[C][C][C][C][C][N][C][=Branch1][C][=N][N][/N][=C][/C][=C][NH1][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][O][Ring1][Branch2].[O][=C][Branch1][C][O][/C][=C][\C][=Branch1][C][=O][O],CCCCCNC(=N)N/N=C/C1=C[NH1]C2=CC=C(OC)C=C12.O=C(O)/C=C\C(=O)O
4133,,,,,,,,-0.329764,-0.205175,-0.353553,-0.311221,0.485426,-0.707842,0.275932,3.77648,-724.90843794,-725.11135787632,,,,,,,,,,,,,[C][C][=C][C][=C][C][Branch1][O][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][O][=C][NH1][C][Ring1][O][=C][Ring1][#C],CC1=CC=C2C(C[C@H1](N)C(=O)O)=C[NH1]C2=C1
4144,,,,,,,,-0.336547,-0.199004,-0.323723,-0.32215,0.461475,-0.546622,0.229577,3.30519,-893.49321698,-893.717990787108,,,,,,,,,,,,,[N][C][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O],NCC(=O)N[C@H1](CC1=C[NH1]C2=CC=CC=C12)C(=O)O
4146,,,,,,,,-0.295565,-0.212479,-0.29562,-0.246328,0.439048,-0.732271,0.654793,4.78503,-973.0549471,-973.343659581761,,,,,,,,,,,,,[C][C][=Branch1][C][=O][O].[C][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N],CC(=O)O.C[C@H1](CC1=C[NH1]C2=CC=CC=C12)NC(=O)CN
4156,,,,,,,,-0.312885,-0.18674,-0.3108,-0.309531,0.588975,-0.56985,0.206669,10.37736,-1599.26347567,-1599.678066708929,,,,,,,,,,,,,[C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],COC(=O)CNC(=O)CNC(=O)[C@H1](CC1=C[NH1]C2=CC=CC=C12)NC(=O)OCC3=CC=CC=C3
4324,-0.197378,-0.054286,0.350938,-0.287999,3.882,-379.5830057,-379.668546744616,,,,,,,,,,,0.1167,0.159459,0.003478,0.138687,0.294654,-0.393203,0.335234,3.79722,-379.55946573,-379.636721859567,,0.6405461236700444,[C][=C][C][C][=C][NH1][C][=Ring1][Branch1][C][=N][Ring1][=Branch2],C1=CC=2C=C[NH1]C=2C=N1
4349,,,,,,,,-0.348396,-0.240099,-0.361972,-0.328546,0.387582,-0.318428,0.304836,2.70455,-610.20386718,-610.361693025689,,,,,,,,,,,,,[C][=C][C][=C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][N][=C][Ring1][#C],C1=CC=C(C2=CC3=CC=CC=C3[NH1]2)N=C1
4350,,,,,,,,-0.360746,-0.25297,-0.369901,-0.34289,0.411594,-0.584704,0.260077,3.71877,-663.33576479,-663.478084311119,,,,,,,,,,,,,[C][C][=N][N][=C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][O][Ring1][=C],CC1=NN=C(C2=CC3=CC=CC=C3[NH1]2)O1
4351,,,,,,,,-0.366369,-0.227904,-0.379137,-0.341789,0.490669,-0.501044,0.370068,1.85139,-591.04622524,-591.180566884607,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],O=C(O)CC1=CC2=CC=CC=C2[NH1]1
4352,,,,,,,,-0.349956,-0.214857,-0.354189,-0.328348,0.387251,-0.655072,0.29746,2.95246,-497.14139221,-497.304535568885,,,,,,,,,,,,,[C][C][=C][C][=C][NH1][C][Branch1][Ring1][C][N][=C][C][Ring1][#Branch1][=C][Ring1][O],CC1=CC=C2[NH1]C(CN)=CC2=C1
4353,,,,,,,,-0.354939,-0.220257,-0.365439,-0.333062,0.388286,-0.558293,0.299863,2.18786,-457.86502983,-458.003352315564,,,,,,,,,,,,,[N][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],NCC1=CC2=CC=CC=C2[NH1]1
4354,,,,,,,,-0.349553,-0.218612,-0.346,-0.334834,0.404609,-0.454216,0.338311,1.60548,-497.12994616,-497.294171884413,,,,,,,,,,,,,[C][N][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],CNCC1=CC2=CC=CC=C2[NH1]1
4355,,,,,,,,-0.337812,-0.199817,-0.332391,-0.316973,0.468713,-0.608802,0.272155,3.5078,-493.81179516,-493.92377184943,,,,,,,,,,,,,[N][C][=C][C][=C][NH1][C][Branch1][C][O][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],NC1=CC=C2[NH1]C(O)=CC2=C1
4356,,,,,,,,-0.353888,-0.218814,-0.347087,-0.337955,0.481399,-0.525734,0.314496,5.20861,-513.66771845,-513.767016961822,,,,,,,,,,,,,[O][C][=C][C][=C][NH1][C][Branch1][C][O][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],OC1=CC=C2[NH1]C(O)=CC2=C1
4357,,,,,,,,-0.344418,-0.242074,-0.344193,-0.332198,0.482319,-0.467039,0.34908,5.06603,-782.62593355,-782.806706742484,,,,,,,,,,,,,[O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][C][=C][Branch1][C][O][NH1][C][Ring1][#Branch2][=Ring1][=Branch1],O=C(C1=CC=CC=C1)C2=CC=CC=3C=C(O)[NH1]C2=3
4358,,,,,,,,-0.369889,-0.248127,-0.385428,-0.344363,0.485493,-0.495265,0.360375,2.56837,-626.97213009,-627.082440408089,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=C][C][=C][C][C][=C][Branch1][C][O][NH1][C][Ring1][#Branch2][=Ring1][=Branch1],O=C(O)C1=CC=CC=2C=C(O)[NH1]C1=2
4359,,,,,,,,-0.396142,-0.264292,-0.398329,-0.378369,0.458238,-0.474415,0.197052,8.31986,-567.77591548,-567.870555051981,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=C][NH1][C][=C][C][=N][C][=C][Ring1][=Branch2][Ring1][=Branch1],O=C(O)C1=C[NH1]C2=CC=NC=C12
4360,,,,,,,,-0.379881,-0.248012,-0.380517,-0.361648,0.398265,-0.633487,0.329472,5.25998,-418.58687978,-418.696474043772,,,,,,,,,,,,,[C][C][=C][C][=C][N][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],CC1=CC2=CN=CC=C2[NH1]1
4361,,,,,,,,-0.39433,-0.273994,-0.395726,-0.376148,0.469695,-0.469088,0.234848,4.7106,-567.77210575,-567.866075620368,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=C][C][=C][N][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],O=C(O)C1=CC2=CN=CC=C2[NH1]1
4362,,,,,,,,-0.37308,-0.268251,-0.36828,-0.364236,0.398659,-0.369418,0.204857,5.15034,-607.03427529,-607.152793153811,,,,,,,,,,,,,[C][O][C][=C][C][=C][NH1][C][Branch1][Ring1][C][=O][=C][C][Ring1][#Branch1][=N][Ring1][O],COC1=CC=C2[NH1]C(C=O)=CC2=N1
4363,,,,,,,,-0.396358,-0.23899,-0.392422,-0.371302,0.434853,-0.489738,0.322935,8.26274,-640.35600548,-640.474637525083,,,,,,,,,,,,,[C][N][C][=Branch1][C][=O][C][N][=C][NH1][C][=Ring1][Branch1][N][Branch1][C][C][C][Ring1][O][=O],CN1C(=O)C=2N=C[NH1]C=2N(C)C1=O
4364,,,,,,,,-0.38354,-0.227073,-0.381054,-0.35819,0.393794,-0.57902,0.303856,7.37282,-797.43867132,-797.66666276968,,,,,,,,,,,,,[C][C][N][C][=Branch1][C][=O][C][N][=C][NH1][C][=Ring1][Branch1][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][Ring1][=C][=O],CCN1C(=O)C=2N=C[NH1]C=2N(CC(C)C)C1=O
4365,,,,,,,,-0.387702,-0.245907,-0.404063,-0.365129,0.488168,-0.428055,0.338503,3.53666,-454.51753702,-454.606263669686,,,,,,,,,,,,,[O][C][=C][C][=C][C][NH1][C][=N][C][Ring1][=Branch2][=Ring1][Branch1],OC1=CC=CC=2[NH1]C=NC1=2
4366,,,,,,,,-0.358987,-0.22584,-0.403923,-0.33749,0.475311,-0.562284,0.312879,6.48566,-525.91424193,-526.007097189709,,,,,,,,,,,,,[N][C][=C][C][NH1][C][=N][C][=Ring1][Branch1][C][Branch1][C][O][=N][Ring1][#Branch2],NC1=CC=2[NH1]C=NC=2C(O)=N1
4367,,,,,,,,-0.352424,-0.178763,-0.348478,-0.335095,0.385723,-0.352258,0.337199,5.06516,-628.59296233,-628.784486856415,,,,,,,,,,,,,[C][=C][C][=C][Branch1][=C][C@@H1][N][C][C][C][NH1][C][=N][C][=Ring1][Branch1][Ring1][=Branch2][C][=C][Ring1][#C],C1=CC=C([C@@H1]2NCCC=3[NH1]C=NC=32)C=C1
4368,,,,,,,,-0.392844,-0.25859,-0.391135,-0.379306,0.478646,-0.512038,0.275286,7.24575,-756.26809894,-756.373199507532,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=C][C][N][=C][NH1][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O],O=C(O)C1=CC=2N=C[NH1]C=2C=C1C(=O)O
4379,,,,,,,,-0.35751,-0.206442,-0.359178,-0.327953,0.4585,-0.881427,0.412685,2.73017,-721.03341986,-721.236839228395,,,,,,,,,,,,,[O].[C][=C][C][=C][Branch1][=C][C@@H1][N][C][C][C][N][=C][NH1][C][=Ring1][Branch1][Ring1][=Branch2][N][=C][Ring1][#C],O.C1=CC=C([C@@H1]2NCCC=3N=C[NH1]C=32)N=C1
4498,,,,,,,,-0.338332,-0.212178,-0.334256,-0.33089,0.394904,-0.557181,0.21107,6.97622,-812.08429405,-812.265166725156,,,,,,,,,,,,,[N][C][=N][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][=C][NH1][C][Ring1][Branch1][=N][Ring1][P],NC1=NC(OCC2=CC=CC=C2)=C3N=C[NH1]C3=N1
4509,,,,,,,,-0.399116,-0.295788,-0.391644,-0.38173,0.472863,-0.432326,0.227317,4.48986,-681.05534532,-681.157343048083,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=Branch1][C][=O][C][=C][NH1][C][=N][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],O=C(O)C(=O)C1=C[NH1]C2=NC=CC=C12
4511,,,,,,,,-0.309384,-0.178748,-0.300284,-0.300341,0.52833,-0.512993,0.181553,1.12507,-1429.2626814,-1429.620321959624,,,,,,,,,,,,,[O][=C][Branch2][Ring1][Branch2][N][C@@H1][Branch1][#C][C][C][=C][NH1][C][=N][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N],O=C(N[C@@H1](CC1=C[NH1]C2=NC=CC=C12)C(=O)O)OCC3C4=CC=CC=C4C5=CC=CC=C53
4522,,,,,,,,-0.376086,-0.24492,-0.393805,-0.357702,0.405255,-0.541267,0.234602,4.83404,-450.69957485,-450.788920768657,,,,,,,,,,,,,[N][C][=N][C][=N][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1],NC1=NC=NC=2[NH1]C=CC1=2
4531,-0.210207,-0.059352,0.357186,-0.401314,1.73543,-665.50943523,-665.636848177582,,,,,,,,,,,0.087841,0.118488,-0.032009,0.105347,0.310718,-0.461527,0.172314,0.89705,-665.50209261,-665.623065068489,,0.199800032820851,[C][O][C][=Branch1][C][=O][C][=C][NH1][C][=C][Ring1][Branch1][C][=Branch1][C][=O][O][C],COC(=O)C1=C[NH1]C=C1C(=O)OC
4533,,,,,,,,-0.382273,-0.262775,-0.380336,-0.356567,0.400254,-0.384021,0.340515,7.51579,-514.8244741,-514.944260594864,,,,,,,,,,,,,[C][O][C][=Branch1][C][=O][/C][=C][/C][C][=C][NH1][C][=Ring1][Branch1],COC(=O)/C=C/C=1C=C[NH1]C=1
4534,,,,,,,,-0.426238,-0.27193,-0.399684,-0.397152,0.406666,-0.563346,0.330001,5.81847,-362.26822563,-362.352847891539,,,,,,,,,,,,,[C][C][=Branch1][C][=O][C][C][=C][NH1][C][=Ring1][Branch1],CC(=O)C=1C=C[NH1]C=1
4535,,,,,,,,-0.42973,-0.2617,-0.422296,-0.395454,0.478482,-0.472151,0.43097,5.26287,-398.2099278,-398.273885037418,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][C][=C][NH1][C][=Ring1][Branch1],O=C(O)C=1C=C[NH1]C=1
4536,,,,,,,,-0.437021,-0.28779,-0.413233,-0.409365,0.410127,-0.241837,0.352778,5.8368,-322.98112193,-323.040225661152,,,,,,,,,,,,,[O][=C][C][C][=C][NH1][C][=Ring1][Branch1],O=CC=1C=C[NH1]C=1
4537,,,,,,,,-0.410773,-0.2342,-0.408387,-0.383049,0.456169,-0.481942,0.355447,7.75213,-437.47763538,-437.567697913104,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][C][C][=C][NH1][C][=Ring1][Branch1],O=C(O)CC=1C=C[NH1]C=1
4548,,,,,,,,-0.341556,-0.166313,-0.331408,-0.329953,0.462563,-0.52631,0.364237,5.78428,-795.28525487,-795.482481162853,,,,,,,,,,,,,[N][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][O],NCCC(=O)N[C@@H1](CC1=C[NH1]C=N1)C(=O)O
4560,,,,,,,,-0.313229,-0.149133,-0.309272,-0.307248,0.543518,-0.642362,0.197321,3.33506,-1754.90655713,-1755.393425838108,,,,,,,,,,,,,[O][=C][Branch2][Ring2][N][N][C@H1][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],O=C(N[C@H1](CC1=C[NH1]C=N1)C(=O)N[C@@H1](CC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)OCC4=CC=CC=C4
4562,,,,,,,,-0.387846,-0.208825,-0.39586,-0.354336,0.393838,-0.603539,0.348165,4.24169,-359.63989403,-359.751208312527,,,,,,,,,,,,,[N][C][C][C][=C][NH1][C][=N][Ring1][Branch1],NCCC1=C[NH1]C=N1
4655,,,,,,,,-0.396069,-0.259273,-0.411036,-0.371444,0.409286,-0.56506,0.276418,1.67552,-418.5706118,-418.680772987158,,,,,,,,,,,,,[C][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],CC1=N[NH1]C2=CC=CC=C12
4656,,,,,,,,-0.400798,-0.272952,-0.385832,-0.380082,0.408813,-0.521622,0.269303,4.22623,-531.83682915,-531.952677506778,,,,,,,,,,,,,[C][C][=Branch1][C][=O][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],CC(=O)C1=N[NH1]C2=CC=CC=C12
4657,,,,,,,,-0.411735,-0.281094,-0.400928,-0.392661,0.473584,-0.457757,0.261936,7.75172,-567.76600435,-567.860626354812,,,,,,,,,,,,,[O][=C][Branch1][C][O][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],O=C(O)C1=N[NH1]C2=CC=CC=C12
4658,,,,,,,,-0.409622,-0.288095,-0.398126,-0.388275,0.412302,-0.166994,0.294084,5.21834,-492.54220938,-492.632705148803,,,,,,,,,,,,,[O][=C][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],O=CC1=N[NH1]C2=CC=CC=C12
4659,,,,,,,,-0.371311,-0.238806,-0.378961,-0.348519,0.400924,-0.502923,0.382952,1.31463,-473.88604882,-474.012973183015,,,,,,,,,,,,,[N][C][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],NCC1=N[NH1]C2=CC=CC=C12
4660,,,,,,,,-0.363733,-0.239448,-0.396133,-0.339492,0.406701,-0.535993,0.270211,1.69126,-434.64269216,-434.743813777118,,,,,,,,,,,,,[N][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],NC1=N[NH1]C2=CC=CC=C12
4661,,,,,,,,-0.3875,-0.256067,-0.411463,-0.364001,0.493609,-0.440493,0.289783,1.54738,-454.49635602,-454.585116262246,,,,,,,,,,,,,[O][C][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],OC1=N[NH1]C2=CC=CC=C12
4798,,,,,,,,-0.43695,-0.269536,-0.449243,-0.403889,0.420144,-0.128614,0.516646,3.3525,-301.84505077,-301.893045650706,,,,,,,,,,,,,[C][#C][C][C][=N][NH1][C][=Ring1][Branch1],C#CC=1C=N[NH1]C=1
4817,,,,,,,,-0.397869,-0.262524,-0.405782,-0.374819,0.40855,-0.645891,0.268139,1.82138,-418.56289481,-418.67302315315,,,,,,,,,,,,,[C][C][=C][C][=C][C][=N][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2],CC1=CC=C2C=N[NH1]C2=C1
