file_name,homo_n,lumo_n,max_charge_pos_n,max_charge_neg_n,dipole_n,gibbs_n,elec_en_n,homo_spin_up_o,lumo_spin_up_o,homo_spin_down_o,lumo_spin_down_o,max_charge_pos_o,max_charge_neg_o,max_spin_o,dipole_o,gibbs_o,elec_en_o,homo_spin_up_r,lumo_spin_up_r,homo_spin_down_r,lumo_spin_down_r,max_charge_pos_r,max_charge_neg_r,max_spin_r,dipole_r,gibbs_r,elec_en_r,ion_pot,elec_aff,selfies,smiles
36637,-0.193128,-0.032547,0.440056,-0.772465,1.34406,-1549.01303736,-1549.723292926269,,,,,,,,,,,0.07175,0.071382,-0.083767,0.084457,0.43043,-0.763757,0.304864,3.09832,-1548.99726528,-1549.699034069866,,0.4291740688809083,[C][C][=Branch1][C][=O][O][C@@H1][C][C][C@][Branch1][C][C][C@@H1][Branch2][Ring2][O][C][C][C@@][Branch1][C][C][C@H1][Ring1][Branch2][C][C][=C][C@H1][C][C][Branch1][C][C][Branch1][C][C][C][C][C@@][Ring1][Branch2][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@][Ring1][#C][Ring2][Ring1][Ring2][C][C][Ring2][Ring1][=C][Branch1][C][C][C],CC(=O)O[C@@H1]1CC[C@]2(C)[C@@H1](CC[C@@]3(C)[C@H1]2CC=C4[C@H1]5CC(C)(C)CC[C@@]5(C(=O)O)CC[C@]43C)C1(C)C
36638,-0.195774,-0.021175,0.452188,-0.76472,2.08306,-1399.77672877,-1400.496968999566,,,,,,,,,,,0.082052,0.082111,-0.078575,0.083787,0.308343,-0.747594,0.401016,6.98717,-1399.75009646,-1400.460289121332,,0.7246917874153198,[C][C][=Branch1][C][=O][O][C@H1][C][C][C@][C][C@][Ring1][Ring1][C][C][C@][Branch1][C][C][C@H1][Branch1][=N][C@H1][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][C][C][C@@][Ring1][=C][Branch1][C][C][C@H1][Ring2][Ring1][Ring1][C][C][C@H1][Ring2][Ring1][Branch2][C][Ring2][Ring1][N][Branch1][C][C][C],CC(=O)O[C@H1]1CC[C@]23C[C@]24CC[C@]5(C)[C@H1]([C@H1](C)CCC=C(C)C)CC[C@@]5(C)[C@H1]4CC[C@H1]3C1(C)C
36639,-0.185635,-0.029381,0.452241,-0.803657,1.99812,-770.62234336,-770.888555459578,,,,,,,,,,,0.036675,0.112399,-0.004183,0.086618,0.426561,-0.815482,0.70005,4.57671,-770.60143505,-770.85840705606,,0.5689360234094996,[C][C][=C][C][Branch1][=C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#C][O],CC1=CC(OC(=O)C(C)(C)C)=C(C)C(C)=C1O
36640,-0.187674,0.017781,0.190165,-0.400609,1.68565,-922.25028696,-922.56318076002,,,,,,,,,,,0.130737,0.139636,-0.061619,0.102167,0.334025,-0.353018,0.295266,5.21278,-922.18404417,-922.489163933926,,1.8025325586912688,[C][O][C@H1][C@H1][Branch1][Ring1][O][C][C@H1][Branch1][Ring1][O][C][C@@H1][Branch1][Ring1][O][C][C@@H1][Branch1][Ring1][O][C][C@H1][Ring1][=C][O][C],CO[C@H1]1[C@H1](OC)[C@H1](OC)[C@@H1](OC)[C@@H1](OC)[C@H1]1OC
36641,-0.226769,-0.026615,0.402322,-0.700282,1.94707,-1276.56690763,-1277.126873080314,,,,,,,,,,,0.090335,0.092873,-0.067821,0.086899,0.320909,-0.658353,0.411009,11.80627,-1276.53816829,-1277.090517695081,,0.7820261807435165,[C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][C@@H1][C][C][C@H1][C][C][C][C][C@][Ring1][=Branch1][Branch1][C][C][C@@H1][Ring1][O][C][C][C@@][Ring1][#C][Branch1][C][C][C@@H1][Ring2][Ring1][Ring1][C@@H1][Branch1][C][C][O][C][Branch1][C][C][=O],CC(=O)O[C@H1]1C[C@@H1]2[C@@H1]3CC[C@H1]4CCCC[C@]4(C)[C@@H1]3CC[C@@]2(C)[C@@H1]1[C@@H1](C)OC(C)=O
36642,-0.195778,-0.054778,0.490397,-0.81805,2.42533,-1663.4573465,-1664.198583889068,,,,,,,,,,,0.066767,0.06855,-0.035912,0.075061,0.501417,-0.825186,0.507877,3.13624,-1663.45388546,-1664.187805535145,,0.0941783594412906,[C][O][C][=Branch1][C][=O][C@@][C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][C][C@@H1][Ring1][Branch2][C@@H1][C][=Branch1][C][=O][C][C@H1][C@@][Branch1][C][C][C][C][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][C][C][Branch1][C][C][C@H1][Ring1][=N][C][C][C@@][Ring1][P][Branch1][C][C][C@][Ring2][Ring1][#Branch1][Branch1][C][C][C][C][Ring2][Ring2][C],COC(=O)[C@@]12CC[C@H1](C)[C@H1](C)[C@@H1]1[C@@H1]3C(=O)C[C@H1]4[C@@]5(C)CC[C@@H1](OC(C)=O)C(C)(C)[C@H1]5CC[C@@]4(C)[C@]3(C)CC2
36643,-0.187734,-0.02212,0.466366,-0.697767,2.24002,-1399.7915899,-1400.518356081677,,,,,,,,,,,0.087697,0.087221,-0.052976,0.093641,0.503346,-0.674767,0.331625,9.02419,-1399.76484278,-1400.481785256088,,0.7278158823195049,[C][C][=Branch1][C][=O][O][C@H1][C][C][C@][Branch1][C][C][C@H1][Branch2][Ring2][#Branch1][C][C][C@][Branch1][C][C][C@H1][Ring1][Branch2][C][C][=C][C@H1][C@@H1][Branch1][C][C][C@H1][Branch1][C][C][C][C][C@@][Ring1][Branch2][Branch1][C][C][C][C][C@@][Ring1][=N][Ring2][Ring1][C][C][C][Ring2][Ring1][N][Branch1][C][C][C],CC(=O)O[C@H1]1CC[C@]2(C)[C@H1](CC[C@]3(C)[C@H1]2CC=C4[C@H1]5[C@@H1](C)[C@H1](C)CC[C@@]5(C)CC[C@@]43C)C1(C)C
36644,-0.210086,-0.062426,0.402095,-0.581127,1.5823,-1146.17265262,-1146.423598937335,,,,,,,,,,,0.051315,0.06989,-0.054783,0.065288,0.410102,-0.575492,0.173224,2.91519,-1146.18613275,-1146.43056463154,,-0.3668078174316806,[C][C][=Branch1][C][=O][O][C][=C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][S][O][C][Branch1][C][C][=O],CC(=O)OC1=CC(OC(C)=O)=C(C2=CC=CC=C2)C=C1OC(C)=O
36645,-0.206214,-0.045752,0.430998,-0.56912,1.40608,-1269.41802044,-1269.826022681812,,,,,,,,,,,0.057959,0.063202,-0.08844,0.064815,0.423822,-0.59789,0.120158,0.81923,-1269.41894288,-1269.818891545508,,-0.0251005148418389,[C][=C][C][C][=C][C][Branch2][Ring1][=N][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][Ring2][C][C][=C][=C][Ring1][=N][=C][C][=C][Ring2][Ring1][=Branch1][O][C][Branch1][C][C][=O],C=CCC1=CC(C(C)(C)C2=CC=C(OC(C)=O)C(CC=C)=C2)=CC=C1OC(C)=O
36646,-0.216395,-0.076851,0.42705,-0.552704,7.2746,-730.35737044,-730.597314083866,,,,,,,,,,,0.02851,0.115935,-0.031508,0.083215,0.392398,-0.555592,0.77943,11.29022,-730.37661965,-730.613233924146,,-0.5237902533099491,[C][C][Branch1][C][C][C@@H1][C][C][C][=Branch1][C][=O][C][C@@H1][Ring1][#Branch1][O][C][C][=Branch1][C][=O][O],CC(C)[C@@H1]1CCC(=O)C[C@@H1]1OCC(=O)O
36648,-0.204361,0.018171,0.190033,-0.566378,1.33088,-507.11814979,-507.39250820392,,,,,,,,,,,0.134405,0.152444,-0.067634,0.10029,0.142246,-0.455452,0.228831,3.0449,-507.04558238,-507.311663992311,,1.974631793510906,[C][O][C@H1][C][C@@H1][Branch1][C][C][C][C][C@H1][Ring1][#Branch1][C][Branch1][C][C][C],CO[C@H1]1C[C@@H1](C)CC[C@H1]1C(C)C
36649,-0.230597,-0.043836,0.459239,-0.56259,4.39552,-770.80796199,-771.09713696796,,,,,,,,,,,0.076513,0.117455,-0.029813,0.104306,0.401518,-0.560464,0.791719,9.02401,-770.79003478,-771.073885184304,,0.487817311307966,[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O][C][=Branch1][C][=O][C][Branch1][C][O][O],CC(C)[C@@H1]1CC[C@@H1](C)C[C@H1]1OC(=O)C(O)O
36650,-0.225474,-0.121945,0.415597,-0.585764,2.63907,-694.41938978,-694.682209128728,,,,,,,,,,,0.061236,0.110672,-0.002395,0.095156,0.319099,-0.579456,0.301664,11.5932,-694.45191296,-694.71177449966,,-0.8849882509799543,[C][C][Branch1][C][C][C@H1][C][C][C@H1][Branch1][C][C][C][C@H1][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=O],CC(C)[C@H1]1CC[C@H1](C)C[C@H1]1OC(=O)C=O
36651,-0.212511,-0.090415,0.373747,-0.548342,3.00047,-612.35450005,-612.492963870428,,,,,,,,,,,0.06409,0.090849,-0.020106,0.083223,0.351215,-0.544592,0.233909,5.30273,-612.37283402,-612.504725860293,,-0.4988856576719464,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=O],CC(=O)OC1=CC=CC=C1C(C)=O
36652,-0.226458,-0.02329,0.417174,-0.579728,1.85031,-659.69588606,-660.004601199573,,,,,,,,,,,0.102317,0.125657,-0.012972,0.123424,0.213221,-0.552961,0.716284,7.94241,-659.65438142,-659.957036186738,,1.129382759039211,[C][C][C][Branch1][C][C][Branch1][C][C][C@H1][C][C][C][C][C@@H1][Ring1][=Branch1][O][C][Branch1][C][C][=O],CCC(C)(C)[C@H1]1CCCC[C@@H1]1OC(C)=O
36653,-0.209394,0.017802,0.419441,-0.540435,2.21997,-503.78343183,-504.008009713133,,,,,,,,,,,0.136512,0.14699,-0.075046,0.102675,0.387997,-0.542614,0.308006,3.01914,-503.71135775,-503.926881403651,,1.961207790879811,[C][C][Branch1][C][C][O][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][O],CC(C)O[C@@H1]1CCCC[C@@H1]1O
36654,-0.211044,-0.022666,0.420669,-0.565089,1.72171,-577.80278891,-578.007324303413,,,,,,,,,,,0.103189,0.135422,-0.012119,0.128912,0.185645,-0.499565,0.709957,6.68884,-577.7613139,-577.96029697554,,1.1285764971099783,[C][O][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][O][C][Branch1][C][C][=O],CO[C@@H1]1CCCC[C@@H1]1OC(C)=O
36655,-0.231685,-0.084202,0.584482,-0.645269,5.4763,-687.57089701,-687.71411634045,,,,,,,,,,,0.065737,0.082752,-0.054025,0.082118,0.511738,-0.635669,0.259976,6.75143,-687.58510821,-687.722390863822,,-0.3867009632024676,[C][C][=Branch1][C][=O][O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O],CC(=O)OC1=C(C)C=CC=C1C(=O)O
36656,-0.196609,-0.056949,0.428477,-0.669209,4.12623,-1397.67805413,-1398.370432689111,,,,,,,,,,,0.080824,0.080702,-0.02596,0.083515,0.368762,-0.631497,0.492739,9.7444,-1397.66936661,-1398.352634428735,,0.2363961067190953,[C][C][=Branch1][C][=O][O][C@H1][C][C][C@][Branch1][C][C][C@@H1][Branch2][Ring2][O][C][C][C@@H1][C@H1][C][C][C@@H1][Branch1][S][C@H1][Branch1][C][C][C][C][C@H1][Branch1][C][C][C][Branch1][C][C][C][C@@][Ring1][=C][Branch1][C][C][C][C][=Branch1][C][=O][C@@H1][Ring2][Ring1][Ring2][Ring2][Ring1][=Branch2][C][Ring2][Ring1][=N],CC(=O)O[C@H1]1CC[C@]2(C)[C@@H1](CC[C@@H1]3[C@H1]4CC[C@@H1]([C@H1](C)CC[C@H1](C)C(C)C)[C@@]4(C)CC(=O)[C@@H1]32)C1
36657,-0.199459,-0.052572,0.408809,-0.672155,3.41442,-1122.82508451,-1123.329080929065,,,,,,,,,,,0.080108,0.080016,-0.034615,0.097585,0.283046,-0.673941,0.384789,6.93352,-1122.81285098,-1123.308195557396,,0.3328865848300859,[C][C][=Branch1][C][=O][O][C@@H1][C][C][C@@][Branch1][C][C][C@@H1][Branch2][Ring1][N][C][C][C@@H1][C@H1][Ring1][#Branch1][C][C][C@@][Branch1][C][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][C@@H1][Ring1][=N][Ring1][=Branch2][C][Ring2][Ring1][=Branch1],CC(=O)O[C@@H1]1CC[C@@]2(C)[C@@H1](CC[C@@H1]3[C@H1]2CC[C@@]4(C)[C@H1](C(C)=O)CC[C@@H1]34)C1
36658,-0.200183,-0.062105,0.436349,-0.696246,1.5083,-1118.29573219,-1118.725088989421,,,,,,,,,,,0.064087,0.064649,-0.055809,0.075143,0.387702,-0.671252,0.223905,5.33055,-1118.29860595,-1118.721139942803,,-0.0781978833553582,[C][C][=Branch1][C][=O][O][C@@H1][C][C][C@@][Branch1][C][C][C@@H1][Branch2][Ring1][O][C][C][=Branch1][C][=O][C@@H1][C@H1][Ring1][Branch2][C][C][C@@][Branch1][C][C][C][=Branch1][C][=O][C][C][C@@H1][Ring1][O][Ring1][#Branch1][C][Ring2][Ring1][Branch1],CC(=O)O[C@@H1]1CC[C@@]2(C)[C@@H1](CC(=O)[C@@H1]3[C@H1]2CC[C@@]4(C)C(=O)CC[C@@H1]34)C1
36659,-0.225523,-0.022995,0.416001,-0.58687,2.08138,-619.24352489,-619.505107741719,,,,,,,,,,,0.108327,0.125687,-0.005267,0.121428,0.435579,-0.5257,0.737778,9.614,-619.20043187,-619.454789094788,,1.1726041672204028,[C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][C][C][C@@][Ring1][=Branch1][Branch1][C][C][C][Ring1][=Branch1][Branch1][C][C][C],CC(=O)O[C@H1]1C[C@@H1]2CC[C@@]1(C)C2(C)C
36660,-0.190193,-0.07743,0.438006,-0.667673,6.1981,-1157.55085334,-1158.005832140415,,,,,,,,,,,0.058475,0.059053,-0.024095,0.067515,0.425867,-0.630416,0.364425,12.78848,-1157.56593031,-1158.015232659923,,-0.4102594306729717,[C][C][C][=Branch1][C][=O][O][C@@H1][C][C][C@@H1][C@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Branch1][C][C][C@@H1][Ring1][N][C@@H1][Branch1][C][O][C][C@@][Ring1][P][Ring2][Ring1][Ring2][C],CCC(=O)O[C@@H1]1CC[C@@H1]2[C@H1]3CCC4=CC(=O)CC[C@@]4(C)[C@@H1]3[C@@H1](O)C[C@@]21C
36661,-0.209393,0.015846,0.417427,-0.534625,2.01622,-620.39058112,-620.677350799846,,,,,,,,,,,0.128145,0.135483,-0.064804,0.094362,0.168715,-0.455243,0.452277,4.77176,-620.3225362,-620.601915790868,,1.851570318120923,[C][C][O][C@H1][C][C][C@@H1][Branch1][C][O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][Ring1][O],CCO[C@H1]1CC[C@@H1](O)[C@@H1]2CCCC[C@H1]21
36662,-0.180214,-0.063483,0.449477,-0.664543,1.84465,-727.80152313,-727.978260509543,,,,,,,,,,,0.080388,0.098604,-0.011493,0.094535,0.407063,-0.674629,0.231341,3.6515,-727.7995484,-727.968529437794,,0.0537343780276959,[C][C][=Branch1][C][=O][O][C][=C][Branch1][C][C][C][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][N][Ring1][=Branch1],CC(=O)OC1=C(C)C=C(O)C2=CC=CC=C12
36663,-0.195045,-0.07327,0.393414,-0.669948,0.30332,-880.35743979,-880.566866128687,,,,,,,,,,,0.062696,0.086601,-0.028979,0.075865,0.369064,-0.685067,0.171823,1.60857,-880.36823423,-880.571119391614,,-0.2937275068411046,[C][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],CC(=O)OC1=CC(C)=C(OC(C)=O)C2=CC=CC=C12
36664,-0.197494,-0.077407,0.39654,-0.580337,1.72773,-1068.82875229,-1069.047905907249,,,,,,,,,,,0.054861,0.076902,-0.037995,0.067917,0.371635,-0.593627,0.183192,3.25567,-1068.84646513,-1069.058468259415,,-0.4819840892415877,[C][C][=Branch1][C][=O][O][C][=C][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=C][O][C][Branch1][C][C][=O],CC(=O)OC1=CC(OC(C)=O)=C2C=CC=CC2=C1OC(C)=O
36665,-0.187772,-0.063866,0.45677,-0.532355,2.3744,-617.99256115,-618.229442545055,,,,,,,,,,,0.091788,0.121458,0.010038,0.118703,0.560347,-0.531811,0.517312,4.57306,-617.98359181,-618.214109988045,,0.2440647107405843,[C][=C][C@@][C][C][C@@H1][Branch1][#Branch2][C@H1][Branch1][Ring1][O][C][C][Ring1][Branch2][=O][C][Ring1][#Branch2][Branch1][C][C][C],C=C[C@@]12CC[C@@H1]([C@H1](OC)C1=O)C2(C)C
36666,-0.200475,-0.050448,0.411809,-0.713927,2.35224,-1476.21306571,-1476.956599734896,,,,,,,,,,,0.082603,0.083829,-0.037922,0.075889,0.305113,-0.66876,0.335893,17.54644,-1476.19672126,-1476.932790742605,,0.4447488289474399,[C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][C@@H1][Branch2][Ring1][#C][C][C][C@@][Branch1][C][C][C@H1][Branch1][=N][C@H1][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C@@][Ring2][Ring1][C][Ring1][=C][C][C@@][Branch1][C][C][C][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][=O][C][C@@H1][Ring2][Ring1][#C][Ring1][#Branch2],CC(=O)O[C@H1]1C[C@@H1]2[C@@H1](CC[C@@]3(C)[C@H1]([C@H1](C)CCCC(C)C)CC[C@@]23C)[C@@]4(C)CC[C@H1](C(C)=O)C[C@@H1]14
36667,-0.223613,-0.032831,0.47521,-0.601683,4.57671,-1771.3175316,-1771.982885306317,,,,,,,,,,,0.063644,0.063913,-0.105543,0.07382,0.47125,-0.581741,0.322932,5.55332,-1771.30786867,-1771.964602368691,,0.2629379882266455,[C][C][=Branch1][C][=O][O][C@@H1][C][C][C@][Branch1][C][C][C@H1][Branch1][Ring2][C][Ring1][#Branch1][C][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@H1][C@H1][Ring1][N][C][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@][Branch1][C][C][C@@H1][Ring1][O][C][C][C@H1][Ring1][=Branch1][C@@H1][Branch1][C][C][C][C][C][=Branch1][C][=O][O],CC(=O)O[C@@H1]1CC[C@]2(C)[C@H1](C1)C[C@H1](OC(C)=O)[C@@H1]3[C@H1]2C[C@@H1](OC(C)=O)[C@@]4(C)[C@@H1]3CC[C@H1]4[C@@H1](C)CCC(=O)O
36668,-0.228149,-0.029011,0.546714,-0.685651,3.81196,-1810.57246746,-1811.263847881228,,,,,,,,,,,0.065654,0.065585,-0.116495,0.076952,0.550465,-0.679719,0.224969,4.8104,-1810.56103015,-1811.243794106918,,0.3112206424105265,[C][O][C][=Branch1][C][=O][C][C][C@@H1][Branch1][C][C][C@@H1][C][C][C@H1][C@H1][C@@H1][Branch1][P][C][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@][Ring1][#Branch2][Ring1][=N][C][C@][Branch1][C][C][C][C][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][C@@H1][Ring1][O][C][C@H1][Ring2][Ring1][#Branch1][O][C][Branch1][C][C][=O],COC(=O)CC[C@@H1](C)[C@@H1]1CC[C@H1]2[C@H1]3[C@@H1](C[C@@H1](OC(C)=O)[C@]21C)[C@]4(C)CC[C@H1](OC(C)=O)C[C@@H1]4C[C@H1]3OC(C)=O
36669,-0.207506,-0.04297,0.1952,-0.416161,1.14808,-732.07182591,-732.313021620721,,,,,,,,,,,0.087701,0.103251,-0.061811,0.097652,0.18749,-0.377522,0.206268,2.85112,-732.05898126,-732.290211235145,,0.3495157711509157,[C][O][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring1][=Branch2][Ring1][S],CO[C@H1]1C2=CC=CC=C2[C@@H1]3C4=CC=CC=C4C[C@@H1]31
36670,-0.231056,-0.15113,0.440403,-0.580694,5.16338,-1332.28707688,-1332.509340247341,,,,,,,,,,,-0.022185,0.016057,-0.079448,-0.007562,0.42593,-0.588956,0.191656,5.9255,-1332.37697384,-1332.596122081348,,-2.4461861785547048,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=N][C][Ring2][Ring1][C][=O],CC(=O)OC1=CC=CC2=C1C(=O)C3=C(OC(C)=O)C=C(C(=O)O)C=C3C2=O
36671,-0.157308,-0.082473,0.475463,-0.630696,3.47887,-1071.92064954,-1072.181794225642,,,,,,,,,,,0.044938,0.072512,-0.012138,0.05899,0.432655,-0.657921,0.252206,4.68165,-1071.9470121,-1072.202890411642,,-0.7173516201552368,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Branch1][C][O][C][=C][Branch1][#Branch2][C][Branch1][C][O][=C][Ring1][S][Ring1][Branch2][C][C][=C][C][Ring1][=Branch2],CC(=O)OC1=C2C=CC=CC2=CC3=C(O)C4=C(C(O)=C13)CC=CC4
36672,-0.198014,-0.062058,0.39694,-0.572911,1.69588,-728.77211061,-728.957900910304,,,,,,,,,,,0.073711,0.090487,-0.034673,0.086655,0.33381,-0.576785,0.218316,3.14757,-728.77376281,-728.951415514913,,-0.0449580141990965,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],CC(=O)OC1=CC=CC2=C1CC3=CC=CC=C32
36673,-0.197363,-0.080623,0.372062,-0.50749,1.67643,-690.66217452,-690.841417668164,,,,,,,,,,,0.054189,0.069901,-0.045072,0.067185,0.222772,-0.536107,0.344679,3.45417,-690.68118563,-690.853717936184,,-0.5173113142086737,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],C=C(C)C(=O)OC1=CC=CC2=CC=CC=C12
36674,-0.197348,-0.071339,0.429343,-0.542912,1.57676,-652.60127455,-652.776215072281,,,,,,,,,,,0.072171,0.100446,-0.022249,0.086712,0.332773,-0.489189,0.205319,3.08176,-652.60724115,-652.77473445048,,-0.1623571526021461,[C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],CCC(=O)OC1=CC=CC2=CC=CC=C12
36675,-0.196992,-0.070893,0.335617,-0.482148,1.39948,-1084.53561896,-1085.006051845312,,,,,,,,,,,0.069304,0.07235,-0.025158,0.072343,0.235367,-0.47443,0.201507,20.70791,-1084.54491714,-1085.005608630138,,-0.2530127759823697,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],CCCCCCCCCCCCCC(=O)OC1=CC=CC2=CC=CC=C12
36676,-0.196519,-0.049443,0.200666,-0.40356,2.22652,-619.20810638,-619.473338855297,,,,,,,,,,,0.104573,0.14497,0.012624,0.121336,0.15976,-0.455454,0.620933,5.34806,-619.1832412,-619.441961440253,,0.6766064129801672,[C][O][C@@H1][C][C][C][C@@H1][C][C][C][C][C][=Branch1][C][=O][C@@H1][Ring1][Branch2][Ring1][N],CO[C@@H1]1CCC[C@@H1]2CCCCC(=O)[C@@H1]21
36677,-0.215867,-0.132824,0.395064,-0.635905,2.05771,-955.33468261,-955.535605008339,,,,,,,,,,,0.007834,0.05139,-0.052741,0.023782,0.409236,-0.657092,0.189688,4.24191,-955.40020393,-955.597926052039,,-1.782900638520441,[C][C][=Branch1][C][=O][O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O],CC(=O)OC1=C(C)C=CC2=C1C(=O)C3=CC=CC=C3C2=O
36678,-0.193537,-0.068948,0.391826,-0.64943,1.58397,-652.60919734,-652.783165096807,,,,,,,,,,,0.078587,0.099322,-0.01649,0.093248,0.358706,-0.665963,0.219063,3.59286,-652.61111012,-652.777473343822,,-0.0520486565799411,[C][C][=Branch1][C][=O][O][C][=C][Branch1][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],CC(=O)OC1=C(C)C=CC2=CC=CC=C12
36679,-0.21831,-0.13544,0.44158,-0.591847,3.68292,-1143.80490242,-1144.015816367083,,,,,,,,,,,0.001247,0.044683,-0.058785,0.017155,0.424775,-0.61363,0.190611,6.54231,-1143.87536062,-1144.082944048034,,-1.917238080202055,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][#Branch2][=C][Ring1][=Branch1][O][C][Branch1][C][C][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][S][=O],CC(=O)OC1=CC=C2C(=C1OC(C)=O)C(=O)C3=CC=CC=C3C2=O
36680,-0.196552,-0.063991,0.201975,-0.401184,1.06577,-615.45489523,-615.634299453363,,,,,,,,,,,0.074943,0.098436,-0.023762,0.08928,0.166777,-0.411376,0.17935,1.44506,-615.45793018,-615.628205507532,,-0.0825840244476793,[C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N],COC1C2=CC=CC=C2C3=CC=CC=C31
36681,-0.209356,-0.024454,0.407092,-0.575196,2.06156,-694.16634292,-694.421349727915,,,,,,,,,,,0.101549,0.104648,-0.049211,0.117111,0.20129,-0.489178,0.447465,4.93231,-694.13215847,-694.378742016569,,0.9301930689499436,[C][C][=Branch1][C][=O][O][C@@H1][C][C@@H1][C][C@H1][Ring1][Branch1][C@@H1][C@H1][Ring1][Branch1][C@H1][C][=C][C@@H1][Ring1][=Branch1][C][Ring1][Branch1],CC(=O)O[C@@H1]1C[C@@H1]2C[C@H1]1[C@@H1]3[C@H1]2[C@H1]4C=C[C@@H1]3C4
36682,-0.224593,-0.022476,0.411729,-0.578698,2.14788,-501.43775415,-501.620230066954,,,,,,,,,,,0.114394,0.135458,0.001377,0.128845,0.235435,-0.479049,0.725017,8.30982,-501.39075213,-501.566342319155,,1.2789719662194403,[C][C][=Branch1][C][=O][O][C@@H1][C][C@H1][C][C][C@@H1][Ring1][=Branch1][C][Ring1][Branch1],CC(=O)O[C@@H1]1C[C@H1]2CC[C@@H1]1C2
36683,-0.22522,-0.070569,0.362146,-0.510528,2.19008,-578.76605597,-578.978772966658,,,,,,,,,,,0.093836,0.120702,-0.014775,0.120113,0.233188,-0.599068,0.59821,10.30107,-578.76090878,-578.966235111843,,0.1400601870900656,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][C][C][C@H1][Ring1][=Branch1][C][Ring1][Branch1],C=C(C)C(=O)O[C@H1]1C[C@@H1]2CC[C@H1]1C2
